schema	state_id	game	source_trace_artifact	source_trace_sha256	review_step_index	global_step_before	global_step_after	round_index	round_step_index	action_value	action_name	x_before	y_before	z_before	x_after	y_after	z_after	shape_before	color_before	rotation_before	shape_after	color_after	rotation_after	goals_completed_after	goal_count	steps_remaining_after	lives_after	transition_reason	round_completed_after_step	win_after_step	state_after_sha256
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	49	49	50	1	36	3	ACTION3	29	10	0	24	10	0	5	1	3	5	1	3	0	1	12	3	ok	false	false	4b9802cb516e22f838b6f7365207b5b0089443a4571722bfff56073bc3f36c69
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	50	50	51	1	37	3	ACTION3	24	10	0	19	10	0	5	1	3	5	1	3	0	1	10	3	ok	false	false	6978d90a5cc8fcb4671e307271564bf2ca2cceedda0e9609e7ee690abc79e2f7
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	51	51	52	1	38	2	ACTION2	19	10	0	19	15	0	5	1	3	5	1	3	0	1	8	3	ok	false	false	537cc29d2322fb3a923936ba5c3983a9158c7f396eb0148b7c122516f7d0c0c9
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	52	52	53	1	39	3	ACTION3	19	15	0	14	15	0	5	1	3	5	1	3	0	1	42	3	ok	false	false	56a3ba90ff11f0ee3bc9905a23b3096386f4465f0a0c8c3f54b1a213c1502c75
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	53	53	54	1	40	2	ACTION2	14	15	0	14	20	0	5	1	3	5	1	3	0	1	40	3	ok	false	false	0ef49ff13e31ce19d65f5fd81b7e7c5d89dcc6b29117f9795e005a37cf2dce6d
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	54	54	55	1	41	2	ACTION2	14	20	0	14	25	0	5	1	3	5	1	3	0	1	38	3	ok	false	false	5c489c6bd81170b7f1e3cc4e82db01ade376001bb7450c6629d6d9e09c59d62d
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	55	55	56	1	42	2	ACTION2	14	25	0	14	30	0	5	1	3	5	1	3	0	1	36	3	ok	false	false	7eaa6c42494dba8ff64d7142afa87da73d11ceed7d18411432b5c0087d39c2be
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	56	56	57	1	43	2	ACTION2	14	30	0	14	35	0	5	1	3	5	1	3	0	1	34	3	ok	false	false	792d6b3d9829a5e9084ca35047a898a0a1aaef8c42063800813c6a2c00c4f8c8
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	57	57	58	1	44	2	ACTION2	14	35	0	14	40	0	5	1	3	5	1	3	1	1	32	3	solved	true	false	95401677ab40ff6b4164cd30bab5eca07d22a29101a88de0cb950b1a99cde5e5
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	58	58	59	2	0	1	ACTION1	9	45	0	9	40	0	5	0	0	5	0	0	0	1	40	3	ok	false	false	0b06718c983d817408dfdc77240032b2ffc94c4181b62e04cc4be5df6b816d6e
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	59	59	60	2	1	1	ACTION1	9	40	0	9	35	0	5	0	0	5	0	0	0	1	38	3	ok	false	false	9370aa329d0a0f829d19097e66059af55e9d3b348b0dd0cb85e0c683e353b5a1
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	60	60	61	2	2	1	ACTION1	9	35	0	9	30	0	5	0	0	5	0	0	0	1	36	3	ok	false	false	682e0be31a717814c76a145bb262c2a37ae3c06a668ce36699ec50ea94bc4cd6
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	61	61	62	2	3	1	ACTION1	9	30	0	9	25	0	5	0	0	5	0	0	0	1	34	3	ok	false	false	4b462128262ea976207fea2fd6e91dd3cc750611e03590cd6b574b0ff47d189a
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	62	62	63	2	4	1	ACTION1	9	25	0	9	20	0	5	0	0	5	0	0	0	1	32	3	ok	false	false	4065b58a3fcc38c1d823e331dffc65b850d9d0d25c4919b6fcd250e4220d19c3
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	63	63	64	2	5	1	ACTION1	9	20	0	9	15	0	5	0	0	5	0	0	0	1	30	3	ok	false	false	01cb3c43311b11a53e56271be2a961c5750d35faa2e607ed8b86c4cb6ec8b888
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	64	64	65	2	6	1	ACTION1	9	15	0	9	10	0	5	0	0	5	0	0	0	1	28	3	ok	false	false	6bfea3060cda31d01924861fb5dd50525a770ec5f12499ea6bb637da640b610c
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	65	65	66	2	7	1	ACTION1	9	10	0	34	5	0	5	0	0	5	0	0	0	1	26	3	ok	false	false	6bbe44a9c1703a07ea580fab8e94527c4766179f089052224ab5a19b810cc1c9
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	66	66	67	2	8	3	ACTION3	34	5	0	29	5	0	5	0	0	5	0	0	0	1	24	3	ok	false	false	bae3ae366d08102f2ac09a54a49b01b5ba6ca637e477e0ce4ff16af982156151
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	67	67	68	2	9	2	ACTION2	29	5	0	29	10	0	5	0	0	5	0	0	0	1	22	3	ok	false	false	40e682fab49b381d19ea6a5b324da5cdef56dcd6e6682628a988d57b2e482c65
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	68	68	69	2	10	2	ACTION2	29	10	0	29	15	0	5	0	0	5	0	0	0	1	20	3	ok	false	false	3f7b2a842da41ee45e2f7c8a10c3f522b9265f1fa5872cbf318b9307b75dd0f7
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	69	69	70	2	11	2	ACTION2	29	15	0	29	20	0	5	0	0	5	0	0	0	1	18	3	ok	false	false	03aa89c4f405ee9615c43512d13c5c964dcc12ea7bc33e9844ec7ac26540d8ee
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	70	70	71	2	12	2	ACTION2	29	20	0	29	25	0	5	0	0	5	0	0	0	1	16	3	ok	false	false	ed5b828cb84a5012362bf799278c3f42205d76c2b51265d0f6fc0e37211b4e3d
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	71	71	72	2	13	2	ACTION2	29	25	0	29	30	0	5	0	0	5	0	0	0	1	14	3	ok	false	false	719bcb98192aceb9c72e225e0866c56c795565b2b40c69a2e43ae27a7f25a52e
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	72	72	73	2	14	2	ACTION2	29	30	0	29	35	0	5	0	0	5	0	0	0	1	12	3	ok	false	false	e70ca09bcb00cac990b4618faae8b5c8456c7f3a974f09aa4d8aef1db1d18e08
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	73	73	74	2	15	2	ACTION2	29	35	0	29	40	0	5	0	0	5	0	0	0	1	10	3	ok	false	false	53fe9e03ba1399e55cbfa27eb79f6fdc4bc11e517386d908ccc2982619350051
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	74	74	75	2	16	2	ACTION2	29	40	0	29	45	0	5	0	0	5	1	0	0	1	8	3	ok	false	false	018f12863cd9733acf0d14122f99e8c5d265a7ab5d9b9304fc440d80d2e66a89
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	75	75	76	2	17	1	ACTION1	29	45	0	29	40	0	5	1	0	5	1	0	0	1	6	3	ok	false	false	7aa0857e5f67b3dc682666387f4d438844a23c3e15795637297e5bd4ce323043
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	76	76	77	2	18	1	ACTION1	29	40	0	29	35	0	5	1	0	5	1	0	0	1	4	3	ok	false	false	2e1349ce96b5d6cbde4fce4c26c4de3a1dc425018eba4d6f518a8bee9700aeb4
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	77	77	78	2	19	1	ACTION1	29	35	0	29	30	0	5	1	0	5	1	0	0	1	2	3	ok	false	false	4569fcd138fa04e3cb581100875d5676e05949bbe1c38ca8a38acfd392b64926
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	78	78	79	2	20	3	ACTION3	29	30	0	24	30	0	5	1	0	5	1	0	0	1	0	3	ok	false	false	75d13735527ce1a2227b89497fe00c5c69486970496299180184504a26b82a73
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	79	79	80	2	21	3	ACTION3	24	30	0	19	30	0	5	1	0	5	1	0	0	1	42	3	ok	false	false	b3a119f2a4cfa1d1d2e5f369a624c57eb59185b883142551dcaa2c9e305e26d2
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	80	80	81	2	22	4	ACTION4	19	30	0	24	30	0	5	1	0	5	1	0	0	1	40	3	ok	false	false	5bea049d942c3c09ecf119a75b6ca6574cd00882d91c9cff4896a093f8f953af
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	81	81	82	2	23	4	ACTION4	24	30	0	29	30	0	5	1	0	5	1	0	0	1	38	3	ok	false	false	2239d80b83ff373b7dd23f5ee1c035fe0fcef12c863c1b2ca41fc2ca19e3bcef
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	82	82	83	2	24	4	ACTION4	29	30	0	34	30	0	5	1	0	5	1	0	0	1	36	3	ok	false	false	d39be5c55369beba346c4804d7f014fcf9351e5da548aa867e72c9d07803c948
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	83	83	84	2	25	4	ACTION4	34	30	0	39	30	0	5	1	0	5	1	0	0	1	34	3	ok	false	false	a3d59f1c81df1127e9dce8fe28db883dce42f812d6cad8433be93a705dd5a116
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	84	84	85	2	26	4	ACTION4	39	30	0	44	30	0	5	1	0	5	1	0	0	1	32	3	ok	false	false	4e2791a1c01cbabbeb0a1b94ab0b1b38468046fe4eee5d96479a081f7f10dc83
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	85	85	86	2	27	4	ACTION4	44	30	0	49	30	0	5	1	0	5	1	0	0	1	30	3	ok	false	false	ca06783d693a48b440e8a687d5f753eba0d5e8d192ae7f7522ef56a96949ba4c
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	86	86	87	2	28	4	ACTION4	49	30	0	54	30	0	5	1	0	5	1	0	0	1	28	3	ok	false	false	d5b538b95ce68d31f98fe7615281428799e0b04335a56a38807dfc1c3f1017e1
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	87	87	88	2	29	1	ACTION1	54	30	0	54	25	0	5	1	0	5	1	0	0	1	26	3	ok	false	false	8bd5472c17f15f950f8e2c31a5e566b627702664868448abd5c67073c54baa2e
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	88	88	89	2	30	1	ACTION1	54	25	0	54	20	0	5	1	0	5	1	0	0	1	24	3	ok	false	false	ff54d7ebd38f838d927d9082231e256edaaf59f2602b64842087be95de942ba3
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	89	89	90	2	31	1	ACTION1	54	20	0	54	15	0	5	1	0	5	1	0	0	1	22	3	ok	false	false	667c3383abfc91a122574e803c4f50abc55e9f38a68c63534148376bcd17ee18
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	90	90	91	2	32	1	ACTION1	54	15	0	54	10	0	5	1	0	5	1	0	0	1	20	3	ok	false	false	87525255dfb6190c9adc31962aa21846dd906891e58d231920498c7eb87b8dc5
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	91	91	92	2	33	3	ACTION3	54	10	0	49	10	0	5	1	0	5	1	1	0	1	18	3	ok	false	false	2dd6ddcbfad4e1276a5678b922714bb4af96bdfd1ef3180d67fd3269ae07792e
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	92	92	93	2	34	2	ACTION2	49	10	0	49	15	0	5	1	1	5	1	1	0	1	16	3	ok	false	false	aab07f6f586bdea07fb8ac83613fcd753f7ce30327c89b3b2c93cbc145a5829b
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	93	93	94	2	35	1	ACTION1	49	15	0	49	10	0	5	1	1	5	1	2	0	1	14	3	ok	false	false	be0a9290ff359f191b678bb3226f57a7bf44193d93ab8c194ed4f558d78e6b69
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	94	94	95	2	36	1	ACTION1	49	10	0	49	5	0	5	1	2	5	1	2	0	1	12	3	ok	false	false	c948994c986d19e3f6d77ccabbe65954e41e75d8040c1058cf9eb125269b95f0
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	95	95	96	2	37	4	ACTION4	49	5	0	54	45	0	5	1	2	5	1	2	0	1	10	3	ok	false	false	2d4c8a422e4070e1f92c6d3b4f4b21ae65f80f82ed06c9a3cd9d837917ab9bdc
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	96	96	97	2	38	2	ACTION2	54	45	0	54	50	0	5	1	2	5	1	2	1	1	8	3	solved	true	false	d288acb66599e7ffc03e55dc7cddd1166ed0915efbccd35f2dd9c0ece7666922
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	97	97	98	3	0	3	ACTION3	54	5	0	49	5	0	4	2	0	4	2	0	0	1	41	3	ok	false	false	75860a61a8cf018561a3dc435040087fa2b969589650b8837272c31d421bfe3c
